Ranking,City (State),Overall IDHM,IDHM Wage,IDHM Longevity,IDHM Education
 599 º, Novo Hamburgo (RS),747,778,852,629
 599 º, Tucunduva (RS),747,748,816,682
 599 º, Pato Bragado (PR),747,745,807,694
 599 º, Condor (RS),747,735,852,666
 599 º, Astorga (PR),747,754,818,675
 599 º, Floreal (SP),747,710,808,726
 599 º, Dourados (MS),747,753,843,657
 599 º, Ibitinga (SP),747,738,846,667
 599 º, General Salgado (SP),747,734,808,702
 599 º, Cândido Mota (SP),747,701,845,704
 599 º, São José do Inhacorá (RS),747,723,822,702
 599 º, Sud Mennucci (SP),747,743,809,694
 599 º, Jandaia do Sul (PR),747,741,801,703
 599 º, Confins (MG),747,706,830,711
 599 º, Potirendaba (SP),747,737,857,661
 599 º, Iturama (MG),747,730,848,674
 599 º, Cordilheira Alta (SC),747,735,855,662
 599 º, Ouvidor (GO),747,721,830,697
 599 º, Nova Aurora (GO),747,703,849,697
 599 º, Brumadinho (MG),747,761,857,639
 599 º, Nova Bassano (RS),747,778,849,632
 599 º, Governador Celso Ramos (SC),747,737,870,651
 599 º, Ribeirão do Sul (SP),747,753,818,676
 599 º, Tapera (RS),747,743,835,672
 599 º, Charqueadas (RS),747,726,870,659
 599 º, Alto Alegre (RS),747,756,859,642
 599 º, Teutônia (RS),747,751,855,650
 599 º, Elisiário (SP),747,711,825,712
 628 º, Balneário Arroio do Silva (SC),746,753,858,642
 628 º, Paraíso do Norte (PR),746,752,825,668
 628 º, Santa Tereza (RS),746,765,853,637
 628 º, Nuporanga (SP),746,730,866,656
 628 º, Valparaíso de Goiás (GO),746,733,815,695
 628 º, Mato Leitão (RS),746,721,853,676
 628 º, Doutor Camargo (PR),746,704,839,702
 628 º, Getúlio Vargas (RS),746,747,843,658
 628 º, Urânia (SP),746,727,804,709
 628 º, Coqueiros do Sul (RS),746,806,840,614
 628 º, Muçum (RS),746,757,840,654
 628 º, Itambé (PR),746,691,854,703
 628 º, Borá (SP),746,712,863,675
 628 º, Cachoeiro de Itapemirim (ES),746,733,837,677
 628 º, Belém (PA),746,751,822,673
 628 º, Colatina (ES),746,738,841,668
 628 º, Bady Bassitt (SP),746,737,805,701
 628 º, Palmital (SP),746,727,814,702
 628 º, Bom Princípio (RS),746,751,836,661
 628 º, Capitão (RS),746,747,842,661
 648 º, Miguel Pereira (RJ),745,740,828,675
 648 º, Campo Largo (PR),745,730,854,664
 648 º, Águas Frias (SC),745,728,860,661
 648 º, Itanhaém (SP),745,716,823,701
 648 º, Campo Bom (RS),745,755,852,643
 648 º, Bozano (RS),745,773,853,628
 648 º, Iacanga (SP),745,721,851,675
 648 º, Rafard (SP),745,722,823,696
 648 º, Floraí (PR),745,739,853,656
 648 º, Echaporã (SP),745,719,834,690
 648 º, Urupês (SP),745,741,817,683
 648 º, Nova Friburgo (RJ),745,758,846,645
 648 º, Petrópolis (RJ),745,763,847,639
 648 º, Águas de Lindóia (SP),745,725,846,675
 648 º, Agudos (SP),745,705,845,694
 648 º, Américo de Campos (SP),745,715,817,708
 648 º, Mairipotaba (GO),745,748,854,648
 648 º, Três Ranchos (GO),745,724,849,672
 648 º, Junqueirópolis (SP),745,727,860,662
 667 º, Nova Palma (RS),744,762,841,643
 667 º, Torrinha (SP),744,734,852,658
 667 º, Uruguaiana (RS),744,722,863,661
 667 º, Três Corações (MG),744,730,855,660
 667 º, Campos de Júlio (MT),744,800,825,625
 667 º, Dumont (SP),744,720,849,674
 667 º, Sorriso (MT),744,774,839,635
 667 º, Itápolis (SP),744,738,836,667
 667 º, Pires do Rio (GO),744,719,880,650
 667 º, Coronel Freitas (SC),744,732,860,653
 667 º, Bento de Abreu (SP),744,706,820,712
 667 º, Leme (SP),744,729,851,665
 667 º, Formosa (GO),744,726,852,666
 667 º, Perdões (MG),744,710,878,661
 667 º, Barra do Jacaré (PR),744,678,813,747
 667 º, Paracatu (MG),744,704,854,685
 667 º, Santa Helena (PR),744,738,823,678
 667 º, Coronel Barros (RS),744,793,852,610
 667 º, Salete (SC),744,737,803,695
 667 º, Poço das Antas (RS),744,742,877,634
 667 º, Bicas (MG),744,726,850,667
 667 º, São Manuel (SP),744,735,805,695
 667 º, Mendonça (SP),744,720,863,663
 667 º, Vista Alegre do Alto (SP),744,726,840,676
 667 º, Três Lagoas (MS),744,752,849,645
 667 º, Lobato (PR),744,708,841,692
 667 º, Arealva (SP),744,718,840,683
 667 º, Rio Grande (RS),744,752,861,637
 695 º, Santa Cruz da Esperança (SP),743,719,832,686
 695 º, Nova Luzitânia (SP),743,705,808,719
 695 º, Imigrante (RS),743,764,844,635
 695 º, Jussara (GO),743,768,842,635
 695 º, Dois Irmãos (RS),743,763,848,633
 695 º, Sobradinho (RS),743,735,861,647
 695 º, Augusto Pestana (RS),743,779,847,621
 695 º, Macaubal (SP),743,720,844,676
 695 º, Capão da Canoa (RS),743,756,852,637
 695 º, Penha (SC),743,739,867,640
 695 º, Descanso (SC),743,741,854,647
 695 º, Promissão (SP),743,724,850,666
 695 º, Mairinque (SP),743,721,831,684
 695 º, Jacarezinho (PR),743,734,844,663
 695 º, Caxambu (MG),743,770,848,629
 695 º, Morro Reuter (RS),743,733,858,653
 695 º, Guatapará (SP),743,724,822,688
 695 º, Jaguariaíva (PR),743,698,859,684
 695 º, Lindóia do Sul (SC),743,747,865,636
 695 º, Mira Estrela (SP),743,697,806,731
 695 º, Marema (SC),743,748,862,636
 695 º, Matinhos (PR),743,743,834,662
 695 º, São Jorge do Ivaí (PR),743,727,810,696
 695 º, Iporá (GO),743,731,840,667
 719 º, Pedranópolis (SP),742,698,854,684
 719 º, Barro Alto (GO),742,701,854,682
 719 º, Itapecerica da Serra (SP),742,699,852,687
 719 º, Vila Flores (RS),742,725,867,650
 719 º, Silveira Martins (RS),742,744,852,644
 719 º, Cachoeira do Sul (RS),742,739,854,648
 719 º, Vazante (MG),742,707,866,666
 719 º, Lourdes (SP),742,697,816,717
 719 º, Irani (SC),742,715,847,675
 719 º, Bocaina (SP),742,741,840,656
 719 º, Tio Hugo (RS),742,709,845,682
 719 º, Lindóia (SP),742,722,864,654
 719 º, Nova Ramada (RS),742,752,847,642
 719 º, São Martinho (SC),742,754,830,654
 719 º, Cafelândia (SP),742,714,867,661
 719 º, Ascurra (SC),742,739,868,636
 719 º, Chapadão do Céu (GO),742,748,837,652
 719 º, Bom Sucesso do Sul (PR),742,704,836,695
 719 º, Cunha Porã (SC),742,744,804,682
 719 º, Mariana (MG),742,705,874,664
 719 º, Dolcinópolis (SP),742,699,825,709
 719 º, Quatro Barras (PR),742,740,831,665
 719 º, Campos Novos (SC),742,721,861,658
 719 º, Dona Emma (SC),742,762,862,622
 743 º, Jumirim (SP),741,721,863,655
 743 º, Nova Roma do Sul (RS),741,794,851,602
 743 º, Anhumas (SP),741,683,845,706
 743 º, Bambuí (MG),741,735,870,636
 743 º, Santos Dumont (MG),741,688,847,697
 743 º, Motuca (SP),741,685,859,691
 743 º, Carneirinho (MG),741,749,873,622
 743 º, Ouro Preto (MG),741,721,834,677
 743 º, Içara (SC),741,732,861,645
 743 º, Dirce Reis (SP),741,686,842,704
 743 º, Cachoeira da Prata (MG),741,689,834,707
 743 º, Agronômica (SC),741,774,884,595
 743 º, João Ramalho (SP),741,701,818,710
 743 º, Cotiporã (RS),741,767,835,636
 743 º, Monte Castelo (SP),741,706,814,709
 743 º, Guaraí (TO),741,724,839,670
 743 º, Pejuçara (RS),741,724,867,648
 743 º, Miguelópolis (SP),741,712,863,661
 743 º, Alfredo Marcondes (SP),741,682,840,710
 743 º, Teodoro Sampaio (SP),741,699,856,679
 743 º, São Luiz Gonzaga (RS),741,718,855,664
 764 º, Otacílio Costa (SC),740,713,835,681
 764 º, Quirinópolis (GO),740,732,863,642
 764 º, Brotas (SP),740,724,815,688
 764 º, Aramina (SP),740,723,856,656
 764 º, Lagoa Santa (GO),740,733,868,638
 764 º, Tiradentes (MG),740,741,885,619
 764 º, Ibirá (SP),740,741,841,650
 764 º, Muzambinho (MG),740,723,859,652
 764 º, Macedônia (SP),740,705,852,675
 764 º, Porto Nacional (TO),740,699,826,701
 764 º, Delfinópolis (MG),740,702,872,661
 764 º, Rifaina (SP),740,713,824,690
 764 º, Santópolis do Aguapeí (SP),740,680,830,719
 764 º, Santa Clara do Sul (RS),740,747,843,644
 764 º, Salvador do Sul (RS),740,750,843,641
 764 º, Nova Alvorada (RS),740,763,838,634
 764 º, Estiva Gerbi (SP),740,716,815,695
 764 º, Araucária (PR),740,743,852,639
 764 º, Chopinzinho (PR),740,740,817,671
 764 º, Mercedes (PR),740,708,843,680
 764 º, Sabáudia (PR),740,710,843,676
 764 º, União da Vitória (PR),740,713,837,680
 764 º, Benedito Novo (SC),740,723,868,645
 764 º, Bagé (RS),740,739,848,647
 764 º, Arroio do Sal (RS),740,740,844,649
 764 º, Anta Gorda (RS),740,742,868,630
 764 º, Almirante Tamandaré do Sul (RS),740,732,828,669
 764 º, Alegrete (RS),740,720,849,664
 764 º, Turvo (SC),740,742,867,631
 764 º, São João Batista (SC),740,739,865,634
 764 º, Estrela do Norte (SP),740,693,818,714
 795 º, São Gonçalo (RJ),739,711,833,681
 795 º, São Pedro da Serra (RS),739,748,851,634
 795 º, Catuípe (RS),739,763,842,627
 795 º, São Sebastião do Caí (RS),739,734,852,646
 795 º, Carlos Gomes (RS),739,732,886,622
 795 º, Taquaruçu do Sul (RS),739,768,830,633
 795 º, Santo Augusto (RS),739,753,840,637
 795 º, Ubiratã (PR),739,706,854,669
 795 º, Biguaçu (SC),739,733,836,659
 795 º, Guaiçara (SP),739,697,853,679
 795 º, Edéia (GO),739,755,826,648
 795 º, Serra (ES),739,720,844,664
 795 º, São José da Barra (MG),739,722,876,637
 795 º, Bom Retiro do Sul (RS),739,725,857,649
 795 º, Santa Mercedes (SP),739,683,847,699
 795 º, Pelotas (RS),739,758,844,632
 795 º, Viradouro (SP),739,717,823,683
 795 º, Pederneiras (SP),739,738,812,673
 795 º, Itanhandu (MG),739,720,871,643
 795 º, Ituiutaba (MG),739,745,840,644
 795 º, Manduri (SP),739,730,818,675
 795 º, Piracaia (SP),739,758,851,625
 795 º, Ibiaçá (RS),739,766,888,593
 795 º, Rolândia (PR),739,744,821,661
 795 º, Santo Inácio (PR),739,746,843,641
 795 º, Vista Alegre (RS),739,760,842,631
 795 º, São Leopoldo (RS),739,766,861,612
 795 º, Nova Granada (SP),739,727,818,680
 823 º, Santa Ernestina (SP),738,716,802,699
 823 º, Lagoa Vermelha (RS),738,734,885,620
 823 º, Morro da Fumaça (SC),738,732,825,665
 823 º, Santo Cristo (RS),738,746,820,656
 823 º, Dourado (SP),738,718,811,689
 823 º, Rio Negrinho (SC),738,710,848,668
 823 º, Meleiro (SC),738,734,808,679
 823 º, Santa Isabel (SP),738,700,834,689
 823 º, São João do Itaperiú (SC),738,714,873,645
 823 º, Cabreúva (SP),738,717,828,678
 823 º, Valença (RJ),738,713,848,666
 823 º, Ipumirim (SC),738,747,853,631
 823 º, Ferraz de Vasconcelos (SP),738,691,828,703
 823 º, Ilhota (SC),738,750,883,607
 823 º, Barra Velha (SC),738,735,857,639
 823 º, Campina das Missões (RS),738,698,849,677
 823 º, Santa Terezinha de Itaipu (PR),738,716,814,689
 823 º, Porecatu (PR),738,728,834,661
 823 º, Pontal do Paraná (PR),738,737,831,655
 823 º, Quatá (SP),738,706,814,700
 823 º, Mirassolândia (SP),738,704,829,690
 823 º, Nova Aliança (SP),738,710,826,684
 823 º, Itaipulândia (PR),738,779,848,608
 823 º, Gaurama (RS),738,733,852,643
 823 º, Onda Verde (SP),738,693,863,671
 823 º, Humaitá (RS),738,732,837,657
 823 º, Corbélia (PR),738,728,807,683
 850 º, Mesquita (RJ),737,704,839,678
 850 º, Tangará (SC),737,748,867,617
 850 º, Manaus (AM),737,738,826,658
 850 º, Luiz Alves (SC),737,766,870,600
 850 º, Braúna (SP),737,725,830,664
 850 º, Pindorama (SP),737,726,842,654
 850 º, Cubatão (SP),737,716,821,681
 850 º, Vargem Grande do Sul (SP),737,721,863,643
 850 º, Presidente Nereu (SC),737,765,861,609
 850 º, Parapuã (SP),737,693,830,696
 850 º, Palmitos (SC),737,757,836,632
 850 º, Santa Gertrudes (SP),737,723,847,654
 850 º, Uruaçu (GO),737,740,860,628
 850 º, Roseira (SP),737,691,823,704
 850 º, Guaraci (SP),737,698,840,682
 850 º, Cumari (GO),737,744,819,657
 850 º, Ibirama (SC),737,749,848,630
 850 º, Guarani das Missões (RS),737,698,863,665
 850 º, Santa Lúcia (SP),737,696,818,703
 850 º, Anápolis (GO),737,737,822,660
 850 º, Ribeirão Vermelho (MG),737,699,850,675
 850 º, Piumhi (MG),737,729,878,625
 850 º, Itatiaia (RJ),737,735,836,652
 850 º, Vale Real (RS),737,739,850,636
 850 º, Vera Cruz (RS),737,738,842,643
 850 º, Palmeira das Missões (RS),737,722,831,667
 876 º, Grão Pará (SC),736,749,846,630
 876 º, São Borja (RS),736,720,860,643
 876 º, Turmalina (SP),736,724,817,675
 876 º, Pereiras (SP),736,717,873,637
 876 º, Navegantes (SC),736,731,873,624
 876 º, Atalaia (PR),736,707,854,660
 876 º, Maracaju (MS),736,744,873,613
 876 º, Pariquera-Açu (SP),736,682,862,678
 876 º, Floresta (PR),736,707,816,691
 876 º, Gravataí (RS),736,727,862,636
 876 º, Camargo (RS),736,762,854,612
 876 º, Nova Itaberaba (SC),736,753,876,605
 876 º, São Gotardo (MG),736,739,855,632
 876 º, Iepê (SP),736,700,814,700
 876 º, Porto Velho (RO),736,764,819,638
 876 º, Unaí (MG),736,723,847,651
 876 º, Mendes (RJ),736,707,806,700
 876 º, Ipira (SC),736,724,838,657
 876 º, Sanclerlândia (GO),736,725,832,662
 876 º, Charqueada (SP),736,720,820,675
 876 º, Conchas (SP),736,725,837,658
 897 º, Valentim Gentil (SP),735,708,810,692
 897 º, Cabo Frio (RJ),735,743,836,640
 897 º, Buritizal (SP),735,743,830,643
 897 º, Itapevi (SP),735,687,855,677
 897 º, Bom Jesus da Penha (MG),735,696,862,662
 897 º, São Mateus (ES),735,719,843,655
 897 º, Marialva (PR),735,733,814,666
 897 º, Porto Rico (PR),735,691,846,680
 897 º, Lauro Muller (SC),735,714,822,677
 897 º, Caçador (SC),735,728,878,620
 897 º, Presidente Alves (SP),735,711,811,689
 897 º, Santa Branca (SP),735,706,828,678
 897 º, Xangri-Lá (RS),735,740,852,630
 897 º, Aspásia (SP),735,699,864,657
 897 º, Nova Independência (SP),735,675,827,711
 897 º, Santa Rita do Trivelato (MT),735,738,852,632
 897 º, Jardinópolis (SP),735,728,853,640
 897 º, Jaciara (MT),735,728,833,655
 897 º, Embu das Artes (SP),735,700,839,676
 897 º, Olinda (PE),735,704,836,675
 897 º, Nova Esperança do Sul (RS),735,723,848,647
 897 º, Glicério (SP),735,735,858,630
 897 º, Tabapuã (SP),735,726,820,666
 920 º, Morrinhos (GO),734,739,862,621
 920 º, Pontal do Araguaia (MT),734,691,816,702
 920 º, São Pedro de Alcântara (SC),734,757,846,618
 920 º, Bernardino de Campos (SP),734,713,838,662
 920 º, Divinolândia (SP),734,720,850,645
 920 º, Cristais Paulista (SP),734,723,802,682
 920 º, Andradas (MG),734,731,878,617
 920 º, Alto Feliz (RS),734,740,886,603
 920 º, Bom Jesus do Norte (ES),734,689,854,673
 920 º, Barra do Guarita (RS),734,696,845,672
 920 º, Sarzedo (MG),734,706,871,643
 920 º, Cássia dos Coqueiros (SP),734,680,864,673
 920 º, Rincão (SP),734,701,826,682
 920 º, Barroso (MG),734,675,864,678
 920 º, Campo Novo do Parecis (MT),734,745,819,649
 920 º, Cajobi (SP),734,714,822,674
 920 º, Cambé (PR),734,724,840,651
 920 º, Telêmaco Borba (PR),734,726,828,657
 920 º, Várzea Grande (MT),734,711,842,661
 920 º, Muriaé (MG),734,731,853,634
 940 º, Arraial do Cabo (RJ),733,722,805,677
 940 º, União da Serra (RS),733,786,852,587
 940 º, Macapá (AP),733,723,820,663
 940 º, Arabutã (SC),733,744,863,614
 940 º, Renascença (PR),733,746,838,630
 940 º, Barra do Piraí (RJ),733,723,819,665
 940 º, Taquari (RS),733,737,849,629
 940 º, Gentil (RS),733,710,863,643
 940 º, Santa Clara D'Oeste (SP),733,712,804,687
 940 º, Ariranha (SP),733,730,813,663
 940 º, Monte Mor (SP),733,713,863,639
 940 º, Montividiu (GO),733,738,827,644
 940 º, Colombo (PR),733,715,870,632
 940 º, Nova Aurora (PR),733,726,844,642
 940 º, Jarinu (SP),733,723,826,659
 940 º, Iacri (SP),733,701,857,655
 940 º, Lucianópolis (SP),733,736,809,662
 940 º, Triunfo (RS),733,717,873,629
 940 º, Protásio Alves (RS),733,771,839,609
 940 º, Pradópolis (SP),733,738,822,650
 940 º, Bananal (SP),733,693,872,653
 940 º, Caldas Novas (GO),733,739,832,640
 940 º, Carmo do Rio Claro (MG),733,715,850,649
 940 º, Aurora (SC),733,748,870,606
 940 º, Atalanta (SC),733,736,802,668
 965 º, Pontes Gestal (SP),732,705,805,690
 965 º, Paranapuã (SP),732,712,842,655
 965 º, Céu Azul (PR),732,732,812,659
 965 º, Palestina (SP),732,717,848,645
 965 º, Piacatu (SP),732,681,843,684
 965 º, Rodeio Bonito (RS),732,733,842,636
 965 º, Flórida (PR),732,707,816,679
 965 º, Extrema (MG),732,729,849,633
 965 º, Lagoa da Prata (MG),732,720,832,655
 965 º, Pedro Afonso (TO),732,699,846,664
 965 º, Sapezal (MT),732,758,836,620
 965 º, Quintana (SP),732,689,811,703
 965 º, Paulista (PE),732,673,830,703
 965 º, Chiapetta (RS),732,702,850,657
 965 º, Engenheiro Coelho (SP),732,720,815,668
 965 º, Itapeva (SP),732,702,803,697
 965 º, Sacramento (MG),732,726,871,619
 965 º, Aragarças (GO),732,694,830,680
 965 º, Guarani D'Oeste (SP),732,682,806,714
 965 º, Fartura (SP),732,699,867,648
 965 º, Santo Expedito do Sul (RS),732,679,853,677
 965 º, Firminópolis (GO),732,681,838,688
 965 º, Bom Jesus do Itabapoana (RJ),732,723,819,662
 965 º, Salesópolis (SP),732,687,829,690
 965 º, Jaborá (SC),732,746,801,657
 965 º, Santo Expedito (SP),732,664,828,714
 965 º, São Jorge (RS),732,750,846,617
 965 º, Urutaí (GO),732,700,841,666
 993 º, Itapejara D'Oeste (PR),731,713,828,661
 993 º, Franco da Rocha (SP),731,702,852,654
 993 º, Guarapari (ES),731,746,837,626
 993 º, Fraiburgo (SC),731,712,860,637
 993 º, Boa Vista do Incra (RS),731,703,867,641
 993 º, Pirapora (MG),731,693,828,680
 993 º, Nova Santa Rosa (PR),731,732,809,660
 993 º, Guarapuava (PR),731,730,853,628
 993 º, Meridiano (SP),731,717,817,667
 993 º, Matozinhos (MG),731,690,864,654
 993 º, São Bonifácio (SC),731,729,860,622
 993 º, Soledade (RS),731,727,861,625
 993 º, Imperatriz (MA),731,697,803,698
 993 º, Tambaú (SP),731,729,858,624
 993 º, Goioerê (PR),731,720,850,639
 993 º, São Luís de Montes Belos (GO),731,721,809,670
 993 º, Vilhena (RO),731,734,808,659
 993 º, Castilho (SP),731,688,827,686
 993 º, São José do Cedro (SC),731,753,830,625
 993 º, Grupiara (MG),731,679,844,682
 993 º, Tamboara (PR),731,679,852,674
 993 º, Marinópolis (SP),731,681,825,694
 993 º, Sabará (MG),731,699,833,670
 993 º, Guararema (SP),731,729,817,656
 993 º, Relvado (RS),731,765,868,588
 993 º, Rio Quente (GO),731,707,878,629
 993 º, Luís Antônio (SP),731,709,822,671
 993 º, Três Pontas (MG),731,714,850,643
 1021 º, Caçu (GO),730,774,840,599
 1021 º, Frutal (MG),730,730,865,615
 1021 º, Palmelo (GO),730,734,804,659
 1021 º, Bertioga (SP),730,727,817,654
 1021 º, Borda da Mata (MG),730,703,865,640
 1021 º, Itaperuna (RJ),730,716,837,649
 1021 º, Raposos (MG),730,706,832,661
 1021 º, Itajobi (SP),730,727,832,644
 1021 º, Guaíba (RS),730,732,833,639
 1021 º, Mariano Moro (RS),730,763,843,604
 1021 º, Ilópolis (RS),730,756,866,595
 1021 º, Sagres (SP),730,692,830,677
 1021 º, Guarujá do Sul (SC),730,732,833,639
 1021 º, Patrocínio Paulista (SP),730,696,826,678
 1021 º, Ivaiporã (PR),730,711,827,661
 1021 º, Mineiros do Tietê (SP),730,719,823,658
 1021 º, Quilombo (SC),730,712,832,656
 1021 º, Natividade (RJ),730,707,806,683
 1021 º, Teresópolis (RJ),730,752,855,605
 1021 º, Anchieta (ES),730,696,856,654
 1021 º, Itabirito (MG),730,737,828,638
 1021 º, Casa Branca (SP),730,727,835,640
 1021 º, Óleo (SP),730,713,858,637
 1021 º, Adolfo (SP),730,710,844,648
 1021 º, Embaúba (SP),730,723,840,641
 1021 º, Altinópolis (SP),730,726,843,635
 1021 º, Colorado (PR),730,747,804,649
 1021 º, Tupãssi (PR),730,721,830,649
 1021 º, Engenheiro Beltrão (PR),730,701,820,677
 1021 º, Borborema (SP),730,710,831,658
 1021 º, Ipiguá (SP),730,696,839,666
 1052 º, Pedrinópolis (MG),729,719,855,631
 1052 º, Treze de Maio (SC),729,729,881,602
 1052 º, Roca Sales (RS),729,753,853,602
 1052 º, Cidreira (RS),729,730,848,625
 1052 º, Rio dos Cedros (SC),729,739,827,634
 1052 º, Cordeiro (RJ),729,724,826,649
 1052 º, Rio do Campo (SC),729,741,803,650
 1052 º, São Gabriel do Oeste (MS),729,751,850,608
 1052 º, Iconha (ES),729,709,830,658
 1052 º, Paraisópolis (MG),729,692,852,657
 1052 º, Patrocínio (MG),729,723,852,628
 1052 º, Barra Mansa (RJ),729,720,819,657
 1052 º, Assis Chateaubriand (PR),729,713,857,633
 1052 º, Socorro (SP),729,737,828,634
 1052 º, Conquista (MG),729,714,877,618
 1052 º, Caiabu (SP),729,682,823,691
 1052 º, Água Boa (MT),729,723,829,646
