Ranking,City (State),Overall IDHM,IDHM Wage,IDHM Longevity,IDHM Education
 4965 º, Sítio Novo (MA),564,509,774,456
 4965 º, Pio Ix (PI),564,538,758,440
 4965 º, Galinhos (RN),564,578,723,429
 4965 º, Pilõezinhos (PB),564,532,802,421
 4965 º, Alenquer (PA),564,529,779,436
 4965 º, Josenópolis (MG),564,541,782,424
 4965 º, Araripe (CE),564,515,759,459
 4965 º, Itapororoca (PB),564,543,757,437
 4965 º, Cacimba de Dentro (PB),564,551,777,419
 4965 º, Sítio do Mato (BA),564,455,774,509
 4965 º, Francinópolis (PI),564,523,722,475
 4965 º, Coelho Neto (MA),564,544,728,454
 4965 º, Água Azul do Norte (PA),564,563,797,399
 4965 º, Igaci (AL),564,547,774,424
 4965 º, Baixa Grande do Ribeiro (PI),564,537,751,446
 4965 º, Rafael Jambeiro (BA),564,538,768,435
 4965 º, Teotônio Vilela (AL),564,549,700,466
 4984 º, Porto Alegre do Piauí (PI),563,539,732,452
 4984 º, Salgadinho (PB),563,531,739,454
 4984 º, Ilha Grande (PI),563,534,708,472
 4984 º, Vertente do Lério (PE),563,532,726,461
 4984 º, Presidente Juscelino (MA),563,452,743,532
 4984 º, Codajás (AM),563,546,775,421
 4984 º, Eirunepé (AM),563,548,756,431
 4984 º, Patos do Piauí (PI),563,529,755,448
 4984 º, Faro (PA),563,501,756,470
 4984 º, Heliópolis (BA),563,547,748,437
 4984 º, Minador do Negrão (AL),563,541,767,430
 4984 º, Almadina (BA),563,563,751,421
 4984 º, São Miguel da Baixa Grande (PI),563,557,774,413
 4984 º, Presidente Juscelino (RN),563,552,713,453
 4984 º, Piçarra (PA),563,561,792,402
 4984 º, Bom Conselho (PE),563,585,704,433
 4984 º, Madeiro (PI),563,472,772,489
 4984 º, Lagoa (PB),563,533,747,448
 5002 º, Cajazeiras do Piauí (PI),562,525,752,449
 5002 º, Brejo da Madre de Deus (PE),562,581,734,417
 5002 º, Marcolândia (PI),562,578,700,438
 5002 º, Matias Olímpio (PI),562,521,779,438
 5002 º, Orizânia (MG),562,551,778,414
 5002 º, Jundiá (AL),562,573,715,434
 5002 º, Nazarezinho (PB),562,528,747,449
 5002 º, Ilha das Flores (SE),562,514,735,469
 5002 º, Ponta de Pedras (PA),562,558,773,412
 5002 º, Malhada (BA),562,532,734,454
 5002 º, Novo Oriente do Piauí (PI),562,547,775,418
 5002 º, Palmeirais (PI),562,515,776,443
 5002 º, Trairão (PA),562,594,763,392
 5002 º, Cajueiro (AL),562,542,691,473
 5002 º, Canudos (BA),562,554,707,453
 5002 º, Itatira (CE),562,514,747,463
 5002 º, Pedro Laurentino (PI),562,479,746,496
 5002 º, Areia de Baraúnas (PB),562,566,680,462
 5002 º, Itatuba (PB),562,549,742,436
 5002 º, Barra de Santa Rosa (PB),562,542,753,434
 5002 º, Itaguaçu da Bahia (BA),562,550,740,435
 5002 º, Potengi (CE),562,529,759,441
 5002 º, Sebastião Leal (PI),562,516,736,467
 5002 º, Bom Lugar (MA),562,486,741,493
 5002 º, Brejo (MA),562,517,758,454
 5027 º, Marcionílio Souza (BA),561,518,737,463
 5027 º, Atalaia (AL),561,545,752,431
 5027 º, Bonito (PE),561,559,754,420
 5027 º, Anori (AM),561,540,757,433
 5027 º, Geminiano (PI),561,524,755,446
 5027 º, Itaporanga D'Ajuda (SE),561,548,779,414
 5027 º, Turiaçu (MA),561,493,776,461
 5027 º, Poço Verde (SE),561,563,751,417
 5027 º, Tutóia (MA),561,543,722,451
 5027 º, América Dourada (BA),561,506,751,464
 5027 º, João Costa (PI),561,510,752,460
 5027 º, Cândido Mendes (MA),561,520,745,456
 5027 º, Antônio Cardoso (BA),561,544,768,422
 5027 º, Dirceu Arcoverde (PI),561,563,718,436
 5027 º, Paulino Neves (MA),561,481,720,511
 5027 º, Passagem Franca do Piauí (PI),561,594,758,393
 5027 º, Socorro do Piauí (PI),561,513,739,465
 5027 º, Joselândia (MA),561,533,743,445
 5027 º, Caatiba (BA),561,579,752,406
 5027 º, Jatobá (MA),561,522,702,481
 5027 º, Bonito (BA),561,552,685,467
 5027 º, Monsenhor Hipólito (PI),561,591,739,404
 5049 º, Campo Grande do Piauí (PI),560,545,721,446
 5049 º, Sericita (MG),560,602,776,375
 5049 º, Eldorado dos Carajás (PA),560,572,757,405
 5049 º, Arraial (PI),560,514,761,449
 5049 º, Borba (AM),560,532,776,425
 5049 º, Goianésia do Pará (PA),560,585,743,404
 5049 º, Pilões (PB),560,559,767,409
 5049 º, Nordestina (BA),560,507,743,467
 5049 º, Amaturá (AM),560,499,773,455
 5049 º, São Gonçalo do Gurguéia (PI),560,572,701,438
 5049 º, Conde (BA),560,551,705,451
 5049 º, Fagundes (PB),560,543,749,432
 5049 º, Ourolândia (BA),560,547,701,459
 5049 º, Una (BA),560,584,710,424
 5049 º, Japoatã (SE),560,551,700,455
 5049 º, Planalto (BA),560,557,738,428
 5049 º, Boqueirão do Piauí (PI),560,555,729,434
 5066 º, Presidente Tancredo Neves (BA),559,566,727,424
 5066 º, Arataca (BA),559,557,758,413
 5066 º, Pedra Grande (RN),559,526,773,430
 5066 º, Olindina (BA),559,534,810,403
 5066 º, Betânia (PE),559,533,742,441
 5066 º, Irituia (PA),559,536,763,427
 5066 º, Fátima (BA),559,554,686,459
 5066 º, Quebrangulo (AL),559,536,775,421
 5066 º, Pajeú do Piauí (PI),559,560,732,427
 5066 º, Granja (CE),559,495,778,453
 5066 º, Campestre (AL),559,550,729,435
 5066 º, São João da Canabrava (PI),559,539,726,446
 5066 º, São João da Varjota (PI),559,536,708,460
 5066 º, Saloá (PE),559,559,744,421
 5066 º, Gentio do Ouro (BA),559,523,743,450
 5081 º, Alto Alegre do Pindaré (MA),558,465,774,483
 5081 º, Bom Jesus das Selvas (MA),558,537,751,431
 5081 º, Guaratinga (BA),558,559,766,406
 5081 º, Borborema (PB),558,544,750,426
 5081 º, Ibirapitanga (BA),558,561,748,415
 5081 º, Bernardino Batista (PB),558,526,716,462
 5081 º, Pedra Preta (RN),558,530,752,435
 5081 º, Rio Vermelho (MG),558,566,787,389
 5081 º, Nova Olinda do Norte (AM),558,541,780,412
 5081 º, Morpará (BA),558,536,732,444
 5081 º, Espírito Santo (RN),558,549,748,423
 5081 º, Jacaraú (PB),558,554,720,435
 5081 º, Baraúna (PB),558,526,718,459
 5081 º, São Sebastião da Boa Vista (PA),558,520,760,439
 5081 º, Santo Antônio do Itambé (MG),558,537,794,408
 5081 º, Caraí (MG),558,549,781,405
 5081 º, Palestina (AL),558,505,735,467
 5098 º, Palmeira do Piauí (PI),557,570,704,431
 5098 º, Barra (BA),557,503,750,457
 5098 º, Serra Azul de Minas (MG),557,537,809,398
 5098 º, Tobias Barreto (SE),557,609,702,404
 5098 º, Careiro (AM),557,515,779,431
 5098 º, Campo Alegre de Lourdes (BA),557,516,778,430
 5098 º, Montanhas (RN),557,553,700,447
 5098 º, Santa Cruz do Arari (PA),557,483,775,461
 5098 º, Cansanção (BA),557,530,745,438
 5098 º, Barra de Santo Antônio (AL),557,552,732,428
 5098 º, Beneditinos (PI),557,561,780,394
 5098 º, Barreiras do Piauí (PI),557,560,730,423
 5098 º, São José dos Basílios (MA),557,501,719,480
 5098 º, São Félix de Balsas (MA),557,517,778,430
 5098 º, Imaculada (PB),557,524,715,461
 5098 º, Presidente Sarney (MA),557,486,752,472
 5098 º, Floresta Azul (BA),557,548,731,431
 5098 º, Lago Verde (MA),557,508,731,466
 5116 º, Flores (PE),556,544,745,423
 5116 º, Santa Luzia (BA),556,564,768,396
 5116 º, Buriticupu (MA),556,533,708,455
 5116 º, São Miguel do Tapuio (PI),556,508,780,434
 5116 º, Ninheira (MG),556,525,784,418
 5116 º, Formosa da Serra Negra (MA),556,485,774,459
 5116 º, Itabaianinha (SE),556,555,761,407
 5116 º, Jaguaripe (BA),556,552,763,407
 5116 º, São José dos Cordeiros (PB),556,542,778,407
 5116 º, Jequiá da Praia (AL),556,517,772,430
 5116 º, Palmeirândia (MA),556,488,715,492
 5116 º, Gurinhém (PB),556,544,728,435
 5128 º, Venha-Ver (RN),555,501,722,473
 5128 º, Seridó (PB),555,528,714,453
 5128 º, Cocal de Telha (PI),555,550,780,399
 5128 º, São Bento do Norte (RN),555,541,760,415
 5128 º, Curralinhos (PI),555,512,762,438
 5128 º, Nova Soure (BA),555,548,712,439
 5128 º, Novo Oriente de Minas (MG),555,568,754,400
 5128 º, Pacatuba (SE),555,514,731,454
 5128 º, Santa Quitéria do Maranhão (MA),555,490,760,458
 5128 º, Jurema (PI),555,511,767,435
 5128 º, Tanque D'Arca (AL),555,531,748,430
 5128 º, Tufilândia (MA),555,502,709,481
 5128 º, Riachão do Poço (PB),555,537,748,426
 5128 º, Várzea Nova (BA),555,543,685,460
 5128 º, Teolândia (BA),555,541,756,418
 5128 º, Amarante do Maranhão (MA),555,541,716,441
 5128 º, Andaraí (BA),555,540,764,415
 5128 º, Caraíbas (BA),555,570,739,405
 5146 º, Nova Santa Rita (PI),554,520,770,425
 5146 º, Bela Vista do Maranhão (MA),554,515,735,450
 5146 º, Alto Alegre do Maranhão (MA),554,516,744,444
 5146 º, Joaquim Nabuco (PE),554,561,676,449
 5146 º, Penalva (MA),554,519,693,472
 5146 º, Tacaimbó (PE),554,536,748,423
 5146 º, Avelino Lopes (PI),554,532,722,442
 5146 º, Novo Aripuanã (AM),554,532,759,421
 5146 º, São Luis do Piauí (PI),554,520,757,433
 5146 º, Novo Triunfo (BA),554,513,769,430
 5146 º, Oliveira dos Brejinhos (BA),554,533,747,427
 5157 º, Monte Alegre de Sergipe (SE),553,539,726,431
 5157 º, Francisco Macedo (PI),553,567,701,425
 5157 º, Jiquiriçá (BA),553,558,763,397
